Contest ID, Bug ID,,, Bug Description,link,
131, M-16,,,"""it's possible to initialize contract BkdLocker for multiple times by sending startBoost=0 and each time different values for other parameters""",https://github.com/code-423n4/2022-05-backd-findings/issues/136,
131, M-17,,,"""Strategy in StakerVault.sol can steal more rewards even though it's designed strategies shouldn't get rewards.""",https://github.com/code-423n4/2022-05-backd-findings/issues/85,
131, M-18,,,"""Fees from delisted pool still in reward handler will become stuck after delisting""",https://github.com/code-423n4/2022-05-backd-findings/issues/135,
14, M-01,,,"""safeApprove() for Yearn Vault may revert preventing deposits causing DoS""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/71,
14, M-02,,,"""Return values of ERC20 transfer and transferFrom are unchecked""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/112,
14, M-03,,,"""SafeMath not completely used in yield source contracts""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/114,
14, M-04,,,"""The assumption that operator == to (user) may not hold leading to failed timelock deposits""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/51,
14, M-05,,,"""Actual yield source check on address will succeed for non-existent contract""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/59,
14, M-06,,,"""YieldSourcePrizePool_canAwardExternal does not work""",https://github.com/code-423n4/2021-06-pooltogether-findings/issues/92,
14, M-07,,,"""Using transferFrom on ERC721 tokens """,https://github.com/code-423n4/2021-06-pooltogether-findings/issues/115,
143, M-01,,,"""Duplicated locked splits can be discarded""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/219,
143, M-02,,,"""Lack of check on mustStartAtOrAfter""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/220,
143, M-03,,,"""Use a safe transfer helper library for ERC20 transfers""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/242,
143, M-04,,,"""Juicebox project owner can create a honeypot to cause grief""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/170,
143, M-05,,,"""Discounted fee calculation is imprecise and calculates less fees than anticipated """,https://github.com/code-423n4/2022-07-juicebox-findings/issues/275,
143, M-06,,,"""Code credits fee-on-transfer tokens for amount stated, not amount transferred""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/304,
143, M-07,,,"""processFees() may fail due to exceed gas limit""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/8,
143, M-08,,,"""Reentrancy issues on function distributePayoutsOf""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/329,
143, M-09,,,"""Unhandled chainlink revert would lock all price oracle access""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/59,
143, M-10,,,"""Grieffer beneficiary can cause DOS """,https://github.com/code-423n4/2022-07-juicebox-findings/issues/229,
143, M-11,,,"""addFeedFor should check if inverse feed already exists""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/79,
143, M-12,,,"""changeTokenOf makes it impossible for holders of oldToken to redeem the overflowed assets.""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/83,
143, M-13,,,"""JBToken: mint function could mint arbitrary amount of tokens """,https://github.com/code-423n4/2022-07-juicebox-findings/issues/84,
143, M-14,,,"""More outstanding reserved tokens are distributed than anticipated leading to less redeemable assets and therefore loss of user funds""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/285,
143, M-15,,,"""Locked splits can be updated""",https://github.com/code-423n4/2022-07-juicebox-findings/issues/278,
145, M-01,,,"""wrapETH2LD permissioning is over-extended""",https://github.com/code-423n4/2022-07-ens-findings/issues/51,
145, M-02,,,"""Renew of 2nd level domain is not done properly""",https://github.com/code-423n4/2022-07-ens-findings/issues/63,
145, M-03,,,"""transfer() depends on gas consts""",https://github.com/code-423n4/2022-07-ens-findings/issues/133,
145, M-04,,,"""BytesUtil.compare returns wrong result on some strings longer than 32 characters""",https://github.com/code-423n4/2022-07-ens-findings/issues/78,
145, M-05,,,"""DNSSECImpl.verifySignature compares strings incorrectly, allowing malicious zones to forge DNSSEC trust chain""",https://github.com/code-423n4/2022-07-ens-findings/issues/207,
145, M-06,,,"""BytesUtils: compare will not revert when the offset and len exceeds the bytes lengths""",https://github.com/code-423n4/2022-07-ens-findings/issues/180,
145, M-07,,,"""If PARENT_CANNOT_CONTROL is set on subdomain, it can be unwrapped then wrapped by its owner and then parent can control it again before the expiry""",https://github.com/code-423n4/2022-07-ens-findings/issues/119,
145, M-08,,,"""Wrong Equals Logic""",https://github.com/code-423n4/2022-07-ens-findings/issues/118,
145, M-09,,,"""The unwrapETH2LD use transferFrom instead of safeTransferFrom to transfer ERC721 token""",https://github.com/code-423n4/2022-07-ens-findings/issues/157,
145, M-10,,,"""Incorrect implementation of RRUtils.serialNumberGte""",https://github.com/code-423n4/2022-07-ens-findings/issues/211,
145, M-11,,,"""[PNM-003] The preimage DB (i.e., NameWrapper.names) can be maliciously manipulated/corrupted """,https://github.com/code-423n4/2022-07-ens-findings/issues/197,
145, M-12,,,"""ERC1155Fuse: _transfer does not revert when sent to the old owner""",https://github.com/code-423n4/2022-07-ens-findings/issues/179,
145, M-13,,,"""Users can create extra ENS records at no cost""",https://github.com/code-423n4/2022-07-ens-findings/issues/132,
16, M-01,,,"""Use of deprecated Chainlink API""",https://github.com/code-423n4/2021-06-tracer-findings/issues/73,
16, M-02,,,"""No check transferFrom() return value""",https://github.com/code-423n4/2021-06-tracer-findings/issues/115,
16, M-03,,,"""Deflationary tokens are not supported""",https://github.com/code-423n4/2021-06-tracer-findings/issues/104,
16, M-04,,,"""Underflow problems occurring when a token has >18 decimals""",https://github.com/code-423n4/2021-06-tracer-findings/issues/116,
16, M-05,,,"""Add reentracy protections on function executeTrade""",https://github.com/code-423n4/2021-06-tracer-findings/issues/143,
16, M-06,,,"""Single-step process for critical ownership transfer""",https://github.com/code-423n4/2021-06-tracer-findings/issues/43,
16, M-07,,,"""Malicious owner can arbitrarily change fee to any % value""",https://github.com/code-423n4/2021-06-tracer-findings/issues/66,
16, M-08,,,"""Missing events for critical parameter changing operations by owner""",https://github.com/code-423n4/2021-06-tracer-findings/issues/64,
16, M-09,,,"""Wrong funding index in settle when no base""",https://github.com/code-423n4/2021-06-tracer-findings/issues/106,
16, M-10,,,"""prb-math not audited""",https://github.com/code-423n4/2021-06-tracer-findings/issues/11,
16, M-11,,,"""Claim liquidation escrow""",https://github.com/code-423n4/2021-06-tracer-findings/issues/2,
16, M-12,,,"""avoid paying insurance""",https://github.com/code-423n4/2021-06-tracer-findings/issues/30,
16, M-13,,,"""Trader orders can be frontrun and users can be denied from trading""",https://github.com/code-423n4/2021-06-tracer-findings/issues/100,
17, M-01,,,"""Usage of deprecated ChainLink API in Buoy3Pool""",https://github.com/code-423n4/2021-06-gro-findings/issues/106,
17, M-02,,,"""Safe addresses can only be added but not removed""",https://github.com/code-423n4/2021-06-gro-findings/issues/51,
17, M-03,,,"""BaseVaultAdaptor assumes sharePrice is always in underlying decimals""",https://github.com/code-423n4/2021-06-gro-findings/issues/114,
17, M-04,,,"""Flash loan risk mitigation is optional and not robust enough""",https://github.com/code-423n4/2021-06-gro-findings/issues/52,
17, M-05,,,"""Use of deprecated Chainlink function latestAnswer""",https://github.com/code-423n4/2021-06-gro-findings/issues/126,
17, M-06,,,"""Early user can break minting""",https://github.com/code-423n4/2021-06-gro-findings/issues/107,
18, M-01,,,"""Chainlink - Use latestRoundData instead latestAnswer to run more validations""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/75,
18, M-02,,,"""safeTransferFrom in TransferHelper is not safeTransferFrom""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/67,
18, M-03,,,"""_wethWithdrawTo is vulnerable re-entrancy""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/71,
18, M-04,,,"""Total LP supply & total debt accrual is wrong""",https://github.com/code-423n4/2021-07-wildcredit-findings/issues/115,
19, M-01,,,"""Signatures use only tx ID instead of entire digest""",https://github.com/code-423n4/2021-07-connext-findings/issues/54,
19, M-02,,,"""Malicious router can block cross-chain-transfers""",https://github.com/code-423n4/2021-07-connext-findings/issues/12,
190, M-01,,,"""Bypass userWithdrawLimitPerPeriod check""",https://github.com/code-423n4/2022-12-prepo-findings/issues/49,
190, M-02,,,"""The recipient receives free collateral token if an ERC20 token that deducts a fee on transfer used as baseToken""",https://github.com/code-423n4/2022-12-prepo-findings/issues/52,
190, M-03,,,"""Frontrunning for unallowed minting of Short and Long tokens""",https://github.com/code-423n4/2022-12-prepo-findings/issues/93,
190, M-04,,,"""PrePO NFT holders will not be able to redeem collateral""",https://github.com/code-423n4/2022-12-prepo-findings/issues/101,
190, M-05,,,"""PrePOMarket.setFinalLongPayout() shouldn't be called twice. """,https://github.com/code-423n4/2022-12-prepo-findings/issues/231,
190, M-06,,,"""Manager can get around min reserves check, draining all funds from Collateral.sol""",https://github.com/code-423n4/2022-12-prepo-findings/issues/254,
190, M-07,,,"""Users do not receive owed tokens if TokenSender contract cannot cover their owed amount. """,https://github.com/code-423n4/2022-12-prepo-findings/issues/257,
191, M-01,,,"""Raffle creator can rug participants""",https://github.com/code-423n4/2022-12-forgeries-findings/issues/88,
191, M-02,,,"""VRFNFTRandomDraw admin can prevent created or started raffle from taking place """,https://github.com/code-423n4/2022-12-forgeries-findings/issues/101,
191, M-03,,,"""Protocol safeguards for time durations are skewed by a factor of 7. Protocol may potentially lock NFT for period of 7 years.""",https://github.com/code-423n4/2022-12-forgeries-findings/issues/273,
192, M-01,,,"""Lock.sol: claimGovFees function can cause assets to be stuck in the Lock contract""",https://github.com/code-423n4/2022-12-tigris-findings/issues/73,
192, M-02,,,"""Must approve 0 first""",https://github.com/code-423n4/2022-12-tigris-findings/issues/104,
192, M-03,,,"""Bypass the delay security check to win risk free funds""",https://github.com/code-423n4/2022-12-tigris-findings/issues/108,
192, M-04,,,"""Approved operators of Position token can't call Trading.initiateCloseOrder """,https://github.com/code-423n4/2022-12-tigris-findings/issues/124,
192, M-05,,,"""Failure in endpoint can cause minting more than one NFT with the same token id in different chains""",https://github.com/code-423n4/2022-12-tigris-findings/issues/150,
192, M-06,,,"""BondNFTs can revert when transferred""",https://github.com/code-423n4/2022-12-tigris-findings/issues/162,
192, M-07,,,"""Trading will not work on ethereum if USDT is used """,https://github.com/code-423n4/2022-12-tigris-findings/issues/198,
192, M-08,,,"""GovNFT: maxBridge has no effect""",https://github.com/code-423n4/2022-12-tigris-findings/issues/334,
192, M-09,,,"""safeTransferMany() doesn't actually use safe transfer""",https://github.com/code-423n4/2022-12-tigris-findings/issues/356,
192, M-10,,,"""BondNFT#extendLock force a user to extend the bond at least for current bond.period """,https://github.com/code-423n4/2022-12-tigris-findings/issues/359,
192, M-11,,,"""_handleOpenFees returns an incorrect value for _feePaid. This directly impacts margin calculations """,https://github.com/code-423n4/2022-12-tigris-findings/issues/367,
192, M-12,,,"""Centralization risks: owner can freeze withdraws and use timelock to steal all funds""",https://github.com/code-423n4/2022-12-tigris-findings/issues/377,
192, M-13,,,"""one can become referral of hash 0x0 and because all users default referral hash is 0x0 so he would become all users referral by default and earn a lot of fees while users didn't approve it """,https://github.com/code-423n4/2022-12-tigris-findings/issues/379,
192, M-14,,,"""BondNFT.sol#claim() needs to correct all the missing epochs""",https://github.com/code-423n4/2022-12-tigris-findings/issues/392,
192, M-15,,,"""_checkDelay will not work properly for Arbitrum or Optimism due to block.number""",https://github.com/code-423n4/2022-12-tigris-findings/issues/419,
192, M-16,,,"""distribute() won't update epoch[tigAsset] when totalShares[tigAsset]==0 which can cause later created bond for this tigAsset to have wrong mint epoch""",https://github.com/code-423n4/2022-12-tigris-findings/issues/436,
192, M-17,,,"""User can close an order via limitClose(), and take bot fees to themselves """,https://github.com/code-423n4/2022-12-tigris-findings/issues/468,
192, M-18,,,"""StopLoss/TakeProfit should be validated again for the new price in Trading.executeLimitOrder()""",https://github.com/code-423n4/2022-12-tigris-findings/issues/512,
192, M-19,,,"""_handleDeposit and _handleWithdraw do not account for tokens with decimals higher than 18""",https://github.com/code-423n4/2022-12-tigris-findings/issues/533,
192, M-20,,,"""Trading#initiateMarketOrder allows to open a position with more margin than expected due to _handleOpenFees wrong calculation when a trade is referred""",https://github.com/code-423n4/2022-12-tigris-findings/issues/542,
192, M-21,,,"""executeLimitOrder() modifies open-interest with a wrong position value""",https://github.com/code-423n4/2022-12-tigris-findings/issues/576,
192, M-22,,,"""Unreleased locks cause the reward distribution to be flawed in BondNFT""",https://github.com/code-423n4/2022-12-tigris-findings/issues/630,
192, M-23,,,"""Governance NFT holder, whose NFT was minted before Trading._handleOpenFees function is called, can lose deserved rewards after Trading._handleOpenFees function is called """,https://github.com/code-423n4/2022-12-tigris-findings/issues/649,
192, M-24,,,"""Chainlink price feed is not sufficiently validated and can return stale price""",https://github.com/code-423n4/2022-12-tigris-findings/issues/655,
193, M-01,,,"""Missing deadline checks allow pending transactions to be maliciously executed""",https://github.com/code-423n4/2022-12-caviar-findings/issues/28,
193, M-02,,,"""Price will not always be 18 decimals, as expected and outlined in the comments""",https://github.com/code-423n4/2022-12-caviar-findings/issues/141,
193, M-03,,,"""Rounding error in buyQuote might result in free tokens""",https://github.com/code-423n4/2022-12-caviar-findings/issues/243,
193, M-04,,,it's possible to swap NFT token ids without fee and also attacker can wrap unwrap all the NFT token balance of the Pair contract and steal their air drops for those token ids,https://github.com/code-423n4/2022-12-caviar-findings/issues/367,
193, M-05,,,"""Pair price may be manipulated by direct transfers""",https://github.com/code-423n4/2022-12-caviar-findings/issues/383,
20, M-01,,,"""Dao.sol: Insufficient validation for proposal creation""",https://github.com/code-423n4/2021-07-spartan-findings/issues/43,
20, M-02,,,"""Missleading onlyDAO modifiers""",https://github.com/code-423n4/2021-07-spartan-findings/issues/172,
20, M-03,,,"""Improper access control of claimAllForMember allows anyone to reduce the weight of a member""",https://github.com/code-423n4/2021-07-spartan-findings/issues/235,
20, M-04,,,"""_deposit resetting user rewards can be used to grief them and make them loose rewards via depositForMember""",https://github.com/code-423n4/2021-07-spartan-findings/issues/66,
20, M-05,,,"""Pools can be created without initial liquidity""",https://github.com/code-423n4/2021-07-spartan-findings/issues/151,
20, M-06,,,"""Pool: approveAndCall sets unnecessary approval""",https://github.com/code-423n4/2021-07-spartan-findings/issues/154,
20, M-07,,,"""Synth: approveAndCall sets unnecessary approval""",https://github.com/code-423n4/2021-07-spartan-findings/issues/155,
20, M-08,,,"""SynthVault deposit lockup bypass""",https://github.com/code-423n4/2021-07-spartan-findings/issues/167,
20, M-09,,,"""In the beginning its relatively easy to gain majority share""",https://github.com/code-423n4/2021-07-spartan-findings/issues/14,
20, M-10,,,"""grantFunds will revert after a DAO upgrade.""",https://github.com/code-423n4/2021-07-spartan-findings/issues/172,
20, M-11,,,"""Block usage of addCuratedPool""",https://github.com/code-423n4/2021-07-spartan-findings/issues/66,
20, M-12,,,"""BondVault.sol: Possibly unwithdrawable bondedLP funds in claimForMember() + claimRate never zeros after full withdrawals""",https://github.com/code-423n4/2021-07-spartan-findings/issues/42,
20, M-13,,,"""Vulnerable Pool initial rate.""",https://github.com/code-423n4/2021-07-spartan-findings/issues/235,
20, M-14,,,"""BondVault BASE incentive can be gamed""",https://github.com/code-423n4/2021-07-spartan-findings/issues/178,
20, M-15,,,"""DEPLOYER can drain DAOVault funds + manipulate proposal results""",https://github.com/code-423n4/2021-07-spartan-findings/issues/27,
21, M-01,,,"""Incorrect internal balance bookkeeping""",https://github.com/code-423n4/2021-07-sherlock-findings/issues/12,
21, M-02,,,"""_doSherX optimistically assumes premiums will be paid""",https://github.com/code-423n4/2021-07-sherlock-findings/issues/107,
21, M-03,,,"""reputation risks with updateSolution""",https://github.com/code-423n4/2021-07-sherlock-findings/issues/4,
21, M-04,,,"""Yield distribution after large payout seems unfair""",https://github.com/code-423n4/2021-07-sherlock-findings/issues/50,
22, M-01,,,"""latestMarket used where marketIndex should have been used""",https://github.com/code-423n4/2021-08-floatcapital-findings/issues/9,
22, M-02,,,"""Incorrect balance computed in getUsersConfirmedButNotSettledSynthBalance()""",https://github.com/code-423n4/2021-08-floatcapital-findings/issues/142,
22, M-03,,,"""Missing events/timelocks for owner/admin only functions that change critical parameters""",https://github.com/code-423n4/2021-08-floatcapital-findings/issues/85,
22, M-04,,,"""Staker.sol: Wrong values returned in edge cases of _calculateFloatPerSecond() """,https://github.com/code-423n4/2021-08-floatcapital-findings/issues/6,
22, M-05,,,"""Wrong aave usage of claimRewards""",https://github.com/code-423n4/2021-08-floatcapital-findings/issues/49,
22, M-06,,,"""Prevent markets getting stuck when prices don't move""",https://github.com/code-423n4/2021-08-floatcapital-findings/issues/16,
23, M-01,,,"TokenHandler.sol, L174 - .transfer is bad practice",https://github.com/code-423n4/2021-08-notional-findings/issues/15,
23, M-02,,,.latestRoundData() does not update the oracle - ExchangeRate.sol,https://github.com/code-423n4/2021-08-notional-findings/issues/18,
23, M-03,,,Allowance checks not correctly implemented,https://github.com/code-423n4/2021-08-notional-findings/issues/66,
23, M-04,,,CompoundToNotionalV2.enableToken ERC20 missing return value check,https://github.com/code-423n4/2021-08-notional-findings/issues/67,
23, M-05,,,nTokenERC20Proxy emits events even when not success,https://github.com/code-423n4/2021-08-notional-findings/issues/72,
23, M-06,,,TokenHandler.setToken ERC20 missing return value check,https://github.com/code-423n4/2021-08-notional-findings/issues/77,
23, M-07,,,Attackers can force liquidations by borrowing large amounts of an asset. ,https://github.com/code-423n4/2021-08-notional-findings/issues/20,
24, M-01,,,Single-step process for critical ownership transfer/renounce is risky,https://github.com/code-423n4/2021-07-pooltogether-findings/issues/40,
24, M-02,,,Use of safeApprove will always cause approveMax to revert,https://github.com/code-423n4/2021-07-pooltogether-findings/issues/47,
24, M-03,,,Inconsistent balance when supplying transfer-on-fee or deflationary tokens,Inconsistent balance when supplying transfer-on-fee or deflationary tokens · Issue #52 · code-423n4/2021-07-pooltogether-findings · GitHub,
24, M-04,,,Old yield source still has infinite approval ,https://github.com/code-423n4/2021-07-pooltogether-findings/issues/3,
25, M-01,,,No ERC20 safe* versions called,https://github.com/code-423n4/2021-08-yield-findings/issues/31,
25, M-02,,,TimeLock cannot schedule the same calls multiple times,https://github.com/code-423n4/2021-08-yield-findings/issues/27,
25, M-03,,,Rewards squatting - setting rewards in different ERC20 tokens opens various economic attacks.,https://github.com/code-423n4/2021-08-yield-findings/issues/64,
25, M-04,,,Use safeTransfer instead of transfer,https://github.com/code-423n4/2021-08-yield-findings/issues/36,
26, M-01,,,Uninitialized Variable marketWhitelist in RCTreasury.sol,https://github.com/code-423n4/2021-08-realitycards-findings/issues/18,
26, M-02,,,Parameter updates not propagated ,https://github.com/code-423n4/2021-08-realitycards-findings/issues/30,
26, M-03,,,Deposits don't work with fee-on transfer tokens,https://github.com/code-423n4/2021-08-realitycards-findings/issues/58,
27, M-01,,,The function updateValset does not have enough sanity checks ,https://github.com/code-423n4/2021-08-gravitybridge-findings/issues/51,
27, M-02,,,Crash Eth Oracle On Any LogicCallEvent ,https://github.com/code-423n4/2021-08-gravitybridge-findings/issues/11,
27, M-03,,,Win all relayer rewards,https://github.com/code-423n4/2021-08-gravitybridge-findings/issues/7,
27, M-04,,,Incorrect accounting on transfer-on-fee/deflationary tokens in Gravity ,https://github.com/code-423n4/2021-08-gravitybridge-findings/issues/62,
29, M-01,,,No bar fees for IndexPools? ,https://github.com/code-423n4/2021-09-sushitrident-findings/issues/181,
29, M-02,,,ConstantProductPool & HybridPool: Adding and removing unbalanced liquidity yields slightly more tokens than swap ,https://github.com/code-423n4/2021-09-sushitrident-findings/issues/34,
29, M-03,,,Router would fail when adding liquidity to index Pool,https://github.com/code-423n4/2021-09-sushitrident-findings/issues/68,
29, M-04,,,Router's complexPath percentagePaths don't work as expected,https://github.com/code-423n4/2021-09-sushitrident-findings/issues/87,
29, M-05,,,_depositToBentoBox sometimes uses both ETH and WETH,https://github.com/code-423n4/2021-09-sushitrident-findings/issues/89,
29, M-06,,,withdrawFromWETH always reverts,https://github.com/code-423n4/2021-09-sushitrident-findings/issues/90,
29, M-07,,,HybridPool's flashSwap sends entire fee to barFeeTo,https://github.com/code-423n4/2021-09-sushitrident-findings/issues/99,
29, M-08,,,Rounding errors will occur for tokens without decimals ,https://github.com/code-423n4/2021-09-sushitrident-findings/issues/152,
29, M-09,,,Approximations may finish with inaccurate values,https://github.com/code-423n4/2021-09-sushitrident-findings/issues/155,
29, M-10,,,Users are susceptible to back-running when depositing ETH to TridenRouter,https://github.com/code-423n4/2021-09-sushitrident-findings/issues/179,
3, M-01,,,No default liquidationThresholdPercent,https://github.com/code-423n4/2021-04-marginswap-findings/issues/28,
3, M-02,,,Missing checks if pairs equal tokens,https://github.com/code-423n4/2021-04-marginswap-findings/issues/29,
3, M-03,,,No entry checks in crossSwap[Exact]TokensFor[Exact]Tokens,https://github.com/code-423n4/2021-04-marginswap-findings/issues/4,
3, M-04,,,maintainer can be pushed out,https://github.com/code-423n4/2021-04-marginswap-findings/issues/5,
3, M-05,,,Several function have no entry check ,https://github.com/code-423n4/2021-04-marginswap-findings/issues/9,
3, M-06,,,Users Can Drain Funds From MarginSwap By Making Undercollateralized Borrows If The Price Of A Token Has Moved More Than 10% Since The Last MarginSwap Borrow/Liquidation Involving Accounts Holding That Token. ,https://github.com/code-423n4/2021-04-marginswap-findings/issues/67,
3, M-07,,,diffMaxMinRuntime gets default value of 0,https://github.com/code-423n4/2021-04-marginswap-findings/issues/37,
3, M-08,,,PriceAware uses prices from getAmountsOut,https://github.com/code-423n4/2021-04-marginswap-findings/issues/39,
3, M-09,,,Isolated margin contracts declare but do not set the value of liquidationThresholdPercent,https://github.com/code-423n4/2021-04-marginswap-findings/issues/40,
3, M-10,,,Add a timelock to functions that set key variables,https://github.com/code-423n4/2021-04-marginswap-findings/issues/70,
30, M-01,,,VaultHelper deposits don't work with fee-on transfer tokens ,https://github.com/code-423n4/2021-09-yaxis-findings/issues/127,
30, M-02,,,ERC20 return values not checked,https://github.com/code-423n4/2021-09-yaxis-findings/issues/114,
30, M-03,,,Vault.withdraw sometimes burns too many shares,https://github.com/code-423n4/2021-09-yaxis-findings/issues/121,
30, M-04,,,Adding assymetric liquidity in _addLiquidity results in fewer LP tokens minted than what should be wanted,https://github.com/code-423n4/2021-09-yaxis-findings/issues/158,
30, M-05,,,Vault: Swaps at parity with swap fee = withdrawal fee,https://github.com/code-423n4/2021-09-yaxis-findings/issues/71,
30, M-06,,,Controller is vulnerable to sandwich attack,https://github.com/code-423n4/2021-09-yaxis-findings/issues/71,
30, M-07,,,Vault: Withdrawals can be frontrun to cause users to burn tokens without receiving funds in return,https://github.com/code-423n4/2021-09-yaxis-findings/issues/74,
30, M-08,,,Controller.inCaseStrategyGetStuck does not update balance,https://github.com/code-423n4/2021-09-yaxis-findings/issues/130,
30, M-09,,,token -> vault mapping can be overwritten,https://github.com/code-423n4/2021-09-yaxis-findings/issues/126,
30, M-10,,,YAxisVotePower.balanceOf can be manipulated,https://github.com/code-423n4/2021-09-yaxis-findings/issues/113,
30, M-11,,,wrong YAXIS estimates,https://github.com/code-423n4/2021-09-yaxis-findings/issues/112,
30, M-12,,,Harvest can be frontrun,https://github.com/code-423n4/2021-09-yaxis-findings/issues/140,
30, M-13,,,manager.allowedVaults check missing for add/remove strategy,https://github.com/code-423n4/2021-09-yaxis-findings/issues/50,
30, M-14,,,Halting the protocol should be onlyGovernance and not onlyStrategist,https://github.com/code-423n4/2021-09-yaxis-findings/issues/47,
31, M-01,,,SettV3.transferFrom block lock can be circumvented,https://github.com/code-423n4/2021-09-bvecvx-findings/issues/49,
31, M-02,,,CvxLocker.setBoost wrong validation,https://github.com/code-423n4/2021-09-bvecvx-findings/issues/51,
32, M-01,,,Use of deprecated Chainlink API,https://github.com/code-423n4/2021-09-wildcredit-findings/issues/55,
32, M-02,,,LendingPair.withdrawUniPosition should accrue debt first,https://github.com/code-423n4/2021-09-wildcredit-findings/issues/48,
32, M-03,,,Supply part of the accrued debt can be stolen,https://github.com/code-423n4/2021-09-wildcredit-findings/issues/50,
34, M-01,,,Deposits don't work with fee-on transfer tokens,https://github.com/code-423n4/2021-10-pooltogether-findings/issues/30,
34, M-02,,,PrizePool.awardExternalERC721() Erroneously Emits Events ,https://github.com/code-423n4/2021-10-pooltogether-findings/issues/62,
35, M-01,,,Incentive should check that it hasn't started yet,https://github.com/code-423n4/2021-09-sushitrident-2-findings/issues/42,
35, M-02,,,Cannot claim reward,https://github.com/code-423n4/2021-09-sushitrident-2-findings/issues/41,
35, M-03,,,ConcentratedLiquidityPoolHelper: getTickState() might run out of gas,https://github.com/code-423n4/2021-09-sushitrident-2-findings/issues/17,
35, M-04,,,Users cannot receive rewards from ConcentratedLiquidityPoolManager if their liquidity is too large,https://github.com/code-423n4/2021-09-sushitrident-2-findings/issues/88,
35, M-05,,,TridentNFT.permit should always check recoveredAddress != 0,https://github.com/code-423n4/2021-09-sushitrident-2-findings/issues/44,
35, M-06,,,ConcentratedLiquidityPoolManager.sol#claimReward() and reclaimIncentive() will fail when incentive.token is token0 or token1,https://github.com/code-423n4/2021-09-sushitrident-2-findings/issues/23,
35, M-07,,,Incentives for different pools should differ by a large factor ,https://github.com/code-423n4/2021-09-sushitrident-2-findings/issues/10,
36, M-01,,,Use safeTransfer instead of transfer,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/196,
36, M-02,,,Fee on transfer tokens can lead to incorrect approval ,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/236,
36, M-03,,,onlyOwner Role Can Unintentionally Influence settleAuction(),https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/192,
36, M-04,,,"User can mint miniscule amount of shares, later withdraw miniscule more than deposited",https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/81,
36, M-05,,,Bonding mechanism allows malicious user to DOS auctions,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/66,
36, M-06,,,Basket becomes unusable if everybody burns their shares,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/64,
36, M-07,,,No minimum rate in the auction may break the protocol under network failure,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/42,
36, M-08,,,settleAuction may be impossible if locked at a wrong time.,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/41,
36, M-09,,,Fee calculation is potentially incorrect ,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/129,
36, M-10,,,burn and mintTo in Basket.sol vulnerable to reentrancy,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/248,
36, M-11,,,Owner can steal all Basket funds during auction,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/265,
36, M-12,,,Factory.sol - lack of checks in setAuctionDecrement will cause reverts in Auction::settleAuction(),https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/119,
36, M-13,,,lack of checks in Factory::setBondPercentDiv allow owner to prevent bonding in Auction::bondForRebalance(),https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/121,
36, M-14,,,Basket.sol#handleFees() could potentially cause disruption of minting and burning,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/79,
36, M-15,,,"Auction.sol#settleAuction() late auction bond could potentially not being able to be settled, cause funds loss to bonder",https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/90,
36, M-16,,,Auction.sol#settleAuction() Mishandling bounty state could potentially disrupt settleAuction(),https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/136,
36, M-17,,,Unsafe approve would halt the auction and burn the bond,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/35,
36, M-18,,,licenseFee can be greater than BASE,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/104,
36, M-19,,,Scoop ERC20 tokens from basket contract,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/56,
36, M-20,,,Auction multiplier set to zero,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/242,
